paragraph,paragraphIndex,section
"Yui Sakakibara (Japanese: 榊原ゆい, Hepburn: Sakakibara Yui, born October 13) is a Japanese voice actress, choreographer, dancer and singer from Hyōgo Prefecture. She appeared on Kōhaku Uta Gassen as background dancer behind Ami Suzuki in 1999 and 2000. She used the name Mayo Hinano (雛野 真代(まよ), Hinano Mayo) and others in her previous roles. She is also credited as FES from the band ""Phantasm"" (ファンタズム) in the Science Adventure visual novel series, which is a stage name of her character Ayase Kishimoto from Chaos;Head.
",0,N/A
"== Filmography ==
",1,== Filmography ==
"Ping×Otome=Koi (ピンク×乙女＝恋) - Ane imo 2: Imoimo Fan Disc opening theme
",306,== Discography == | === Albums ===
"Hapiday♪ (はぴでい♪) - Happiness! opening theme
",307,== Discography == | === Albums ===
"Switch on♪ (スイッチ･オン♪) - H2O: Footprints in the Sand insert song
",308,== Discography == | === Albums ===
"Tsurugi no Mai (剣の舞) - Musō Tōrō theme song
",309,== Discography == | === Albums ===
"Unmei no Revolution (運命のRevolution) - Galaxy Angel II Eigō Kaiki no Toki ending theme of chapter 8 and 10
",310,== Discography == | === Albums ===
"Netsujō Story (熱情STORY) - Monster Collection TCG theme song
",311,== Discography == | === Albums ===
"Melody Time (メロディータイム) - Time Leap Paradise ending theme
",312,== Discography == | === Albums ===
"Kitto Yume to Yuki de Dekiteiru (きっと夢と雪でできている) - Harumoi opening theme
",313,== Discography == | === Albums ===
"Katayoku no Icarus (片翼のイカロス) - H2O: Footprints in the Sand opening songYou♡IReleased by 5pb. on February 3, 2010
",314,== Discography == | === Albums ===
"LOOP
",315,== Discography == | === Albums ===
"Toki no Nai Sekai (時のない世界) - 12RIVEN opening theme
",316,== Discography == | === Albums ===
"Happiness Hōteishiki (はぴねす方程式) - Happiness! De:Luxe opening theme
",317,== Discography == | === Albums ===
"Shoshite Boku wa... (そして僕は...) - Prism Ark opening theme
",318,== Discography == | === Albums ===
"Silky Rain - Anison Plus opening theme in June 2009
",319,== Discography == | === Albums ===
"Nanairo MERRY→GO→ROUND (七色MERRY→GO→ROUND)
",320,== Discography == | === Albums ===
"Magical☆Generation (マジカル☆ジェネレーション) - Happiness! ending theme
",321,== Discography == | === Albums ===
"Distance - 12RIVEN ending theme
",322,== Discography == | === Albums ===
"RISE -Prism Ark AWAKE ending theme
",323,== Discography == | === Albums ===
"Déjà vu - Hapitora -Happy Transportation- opening theme
",324,== Discography == | === Albums ===
"Koi no Honoo (恋の炎) - Kanokon ending theme
",325,== Discography == | === Albums ===
"Natsu no Inori (夏の祈り) - Kanokon Esuii insert song
",326,== Discography == | === Albums ===
"Eien no Koi (永遠の恋) - Kanokon Esuii ending song
",327,== Discography == | === Albums ===
"Eternal Snow - Anison Plus opening theme in February 2009
",328,== Discography == | === Albums ===
"You I - we will be togetherBLOODY TUNEReleased by LOVE×TRAX on August 25, 2010
",329,== Discography == | === Albums ===
"BLOODY TUNE
",330,== Discography == | === Albums ===
"Gregorio (L×T mix) Dies irae -Also sprach Zarathustra- opening theme
",331,== Discography == | === Albums ===
"Gensō no Shiro (幻想の城) - Akatsuki no Goei: Tsumibukaki Shūmatsuron opening theme
",332,== Discography == | === Albums ===
"Refrain (リフレイン) - Natsuzora Kanata ending theme
",333,== Discography == | === Albums ===
"Miss．Brand-new day - Zettai☆Maō opening theme
",334,== Discography == | === Albums ===
"FairChild - FairChild opening theme
",335,== Discography == | === Albums ===
"Idol Revolution (アイドルレボリューション) - Airebo -IDOL☆REVOLUTION- opening theme
",336,== Discography == | === Albums ===
"My Dear HERO - RGH: Koi to Hero to Gakuen to ending theme
",337,== Discography == | === Albums ===
"=Suki (＝スキ) - Sweet! opening theme
",338,== Discography == | === Albums ===
"Love☆Jet! - LOVE×Radio theme song
",339,== Discography == | === Albums ===
"summer day
",340,== Discography == | === Albums ===
"STAR LEGEND - 77: And, two stars meet again opening theme
",341,== Discography == | === Albums ===
"Gattenshi (月天子) - Touhou Project Side Story: Hoshi no Kioku ending theme
",342,== Discography == | === Albums ===
"ONENESS!
",343,== Discography == | === Albums ===
"HONEY -dance remix- (HAPPY☆LOVE×Live 2009 original remix)~PHANTASM~ Revival Prophecy as FES (PHANTASM 2nd album)Released by Media Factory on December 21, 2011 
",344,== Discography == | === Albums ===
"Toki Tsukasadoru Juuni no Meiyaku (刻司ル十二ノ盟約) - Steins;Gate -Anime ED-
",345,== Discography == | === Albums ===
"Sora to Chijo no Creation (空と地上のクレアシオン)
",346,== Discography == | === Albums ===
"Preghiera no Tsukiyo ni (プレギエーレの月夜に) - Steins;Gate -PSP ED-
",347,== Discography == | === Albums ===
"Masquerade ~NoAH Daisanshou Retsuou Shinseikihen Yori~ (マスカレード 〜ノア第三章列王新世紀編より〜) - Steins;Gate -main theme from Rai-Net anime-
",348,== Discography == | === Albums ===
"Innocence ~Satsuriku no Souseiki Shihen Saishuushou Yori~ (イノセンス〜殺戮の創世記詩編 最終章より〜) - Chaos;Head Noah -PSP ED-
",349,== Discography == | === Albums ===
"Inori no Violet (祈りのヴィオレット) - Chaos;Head Love Chu☆Chu -Xbox 360 ED-
",350,== Discography == | === Albums ===
"EUPHORIA ~Tsugunai no Requiem~ (EUPHORIA〜償いのレクイエム〜) - Steins;Gate: Hiyoku Renri no Darling -ED-
",351,== Discography == | === Albums ===
"Uruwashiki Seduce (麗しきセデュース)
",352,== Discography == | === Albums ===
"Bukaku no Rumieso (深淵のルミエラ)
",353,== Discography == | === Albums ===
"Jade Kaviriere (翡翠のカヴィリエーレ) - Chaos;Head Love Chu☆Chu -PSP ED-
",354,== Discography == | === Albums ===
"Zaika ni Keiyaku no Chi wo ～Album Limited Version～ (罪過に契約の血を (アルバムLimitedバージョン)) - Chaos;Head -insert song-
",355,== Discography == | === Albums ===
"Prophecy ～Gate of Steiner～
",356,== Discography == | === Albums ===
"Unmei no Farfalla (運命のファルファッラ) - Steins;Gate -Xbox 360 ED-
",357,== Discography == | === Albums ===
"=== Maxi singles ===
",358,== Discography == | === Maxi singles ===
"jewelry daysReleased by LOVE×TRAX☆Records on August 27, 2004
",359,== Discography == | === Maxi singles ===
"jewelry days - August Fan Box main theme
",360,== Discography == | === Maxi singles ===
"Love×2♪song - LOVE×Radio main theme
",361,== Discography == | === Maxi singles ===
"Jewelry days (instrumental)
",362,== Discography == | === Maxi singles ===
"Love×2♪song (instrumental)Kono Hana Saku KoroReleased by LOVE×TRAX☆Records on August 29, 2005
",363,== Discography == | === Maxi singles ===
"Kono Hana Saku Koro (此の花咲ク頃) - Piano no Mori no Mankai no Shita opening theme
",364,== Discography == | === Maxi singles ===
"Chiru Hana Sakura (ちるはなさくら) - Piano no Mori no Mankai no Shita ending theme
",365,== Discography == | === Maxi singles ===
"Kono Hana saku koro (instrumental)
",366,== Discography == | === Maxi singles ===
"Chiru Hana Sakura (instrumental)Eternal DestinyReleased by LOVE×TRAX☆Records on September 30, 2005
",367,== Discography == | === Maxi singles ===
"Eternal Destiny - Yoake Mae yori Ruri Iro na opening theme
",368,== Discography == | === Maxi singles ===
"Love☆Emergency - LOVE×Radio main theme
",369,== Discography == | === Maxi singles ===
"Eternal Destiny (instrumental)
",370,== Discography == | === Maxi singles ===
"Love☆Emergency (instrumental)ImitationReleased by LOVE×TRAX☆Records on April 14, 2006
",371,== Discography == | === Maxi singles ===
"Imitation - Imitation Lover opening theme
",372,== Discography == | === Maxi singles ===
"feel - Imitation Lover ending theme
",373,== Discography == | === Maxi singles ===
"Imitation (instrumental)
",374,== Discography == | === Maxi singles ===
"feel (instrumental)Dream a go!go!Released by DreamParty Secretariat on October 13, 2006
",375,== Discography == | === Maxi singles ===
"Dream a go!go! - DreamParty 2nd image song
",376,== Discography == | === Maxi singles ===
"Motto, Yume, Miyō!! (もっと、夢、見よう!!) - DreamParty image song
",377,== Discography == | === Maxi singles ===
"Boku no Sekai (ボクノセカイ) (short version) - Alpeggio opening theme
",378,== Discography == | === Maxi singles ===
"Dream a go! go!（OffVocal）
",379,== Discography == | === Maxi singles ===
"Motto, Yume, Miyō!! (off Vocal)Magical★GenerationReleased by Media Factory on October 25, 2006
",380,== Discography == | === Maxi singles ===
"Magical★Generation (マジカル★ジェネレーション) - Happiness! ending theme
",381,== Discography == | === Maxi singles ===
"Happiness Hōteishiki (はぴねす方程式) - Happiness! De:Luxe opening theme
",382,== Discography == | === Maxi singles ===
"Magical★Generation (off Vocal)
",383,== Discography == | === Maxi singles ===
"Happiness Hōteishiki (off Vocal)AgainReleased by Star Child on October 25, 2006
",384,== Discography == | === Maxi singles ===
"Again - Otome wa Boku ni Koishiteru insert song
",385,== Discography == | === Maxi singles ===
"Beautiful day - Otome wa Boku ni Koishiteru ending theme
",386,== Discography == | === Maxi singles ===
"Again (off Vocal)
",387,== Discography == | === Maxi singles ===
"Beautiful day (off Vocal)Far AwayReleased by LOVE×TRAX☆Records on April 6, 2007
",388,== Discography == | === Maxi singles ===
"Far Away - Figurehead opening theme
",389,== Discography == | === Maxi singles ===
"Ai no Uta (アイノウタ) - Figurehead main theme
",390,== Discography == | === Maxi singles ===
"Far Away (instrumental)
",391,== Discography == | === Maxi singles ===
"Ai no Uta (instrumental)Premonition Dream / Shiny RoadReleased by DreamParty Secretariat on April 29, 2007 (in DreamParty 2007 Spring) / May 4, 2007 (general)
",392,== Discography == | === Maxi singles ===
"Premonition Dream - DreamParty 2007 Spring image song
",393,== Discography == | === Maxi singles ===
"Shiny Road - DreamParty 2007 Spring image song
",394,== Discography == | === Maxi singles ===
"Premonition Dream (off vocal)
",395,== Discography == | === Maxi singles ===
"Shiny Road (off vocal)Soshite Boku wa...Released by Five Records on October 24, 2007
",396,== Discography == | === Maxi singles ===
"Soshite Boku wa... (そして僕は...) - Prism Ark (anime) opening theme
",397,== Discography == | === Maxi singles ===
"RISE -  Prism Ark AWAKE (PS2) ending theme
",398,== Discography == | === Maxi singles ===
"Soshite Boku wa... (off vocal)
",399,== Discography == | === Maxi singles ===
"RISE (off vocal)SHINING STARReleased by LOVE×TRAX☆Records on October 25, 2007
",400,== Discography == | === Maxi singles ===
"SHINING STAR - Itsuka, Todoku, Anosora ni. opening theme
",401,== Discography == | === Maxi singles ===
"SHINING STAR (instrumental)Katayoku no IcarusReleased by b-fairy records on January 25, 2008
",402,== Discography == | === Maxi singles ===
"Katayoku no Icarus (片翼のイカロス, Katayoku no Ikarosu) - H2O: Footprints in the Sand opening theme
",403,== Discography == | === Maxi singles ===
"Switch on♪ (スイッチ･オン♪) - H2O: Footprints in the Sand insert song
",404,== Discography == | === Maxi singles ===
"Katayoku no Icarus (off vocal)
",405,== Discography == | === Maxi singles ===
"Switch on♪ (off vocal)Koisuru Kioku / NegaiReleased by Geneon Entertainment on February 29, 2008; This maxi single contains a song by Chata.
",406,== Discography == | === Maxi singles ===
"Koisuru Kioku (恋する記憶) (Yui Sakakibara) - Yotsunoha (OVA) opening theme
",407,== Discography == | === Maxi singles ===
"Negai (ねがい) (Chata) - Yotsunoha (OVA) ending theme
",408,== Discography == | === Maxi singles ===
"Koisuru Kioku (off vocal)
",409,== Discography == | === Maxi singles ===
"Negai (off vocal)Koi no HonooReleased by 5pb. on April 23, 2008
",410,== Discography == | === Maxi singles ===
"Koi no Honoo (恋の炎) - Kanokon (anime) ending theme
",411,== Discography == | === Maxi singles ===
"Sweet Time - Kanokon Radio ending theme
",412,== Discography == | === Maxi singles ===
"Koi no Honoo (恋の炎) (off vocal)
",413,== Discography == | === Maxi singles ===
"Sweet Time (off vocal)Soon / Love RiceReleased by Geneon Entertainment on July 23, 2008; This maxi single contains a song by Chata.
",414,== Discography == | === Maxi singles ===
"Soon (Yui Sakakibara) - Yotsunoha: A journey of sincerity opening theme
",415,== Discography == | === Maxi singles ===
"Love Rice (ラブライス) (Chata) - Yotsunoha: A journey of sincerity ending theme
",416,== Discography == | === Maxi singles ===
"Soon (off vocal)
",417,== Discography == | === Maxi singles ===
"Love Rice (off vocal)
",418,== Discography == | === Maxi singles ===
"Soon (GAMEver.) (Yui Sakakibara) - Yotsunoha: A journey of sincerity opening theme
",419,== Discography == | === Maxi singles ===
"Love Rice (Chata) - Yotsunoha: A journey of sincerity ending themeEien no KoiReleased by 5pb. on September 24, 2008
",420,== Discography == | === Maxi singles ===
"Eien no Koi (永遠の恋) - Kanokon Esuii ending theme
",421,== Discography == | === Maxi singles ===
"Natsu no Inori (夏の祈り) - Kanokon Esuii insert song
",422,== Discography == | === Maxi singles ===
"Eien no Koi (off vocal)
",423,== Discography == | === Maxi singles ===
"Natsu no Inori (off vocal)Try Real!Released by Geneon Entertainment on October 29, 2008
",424,== Discography == | === Maxi singles ===
"Try Real! - Fate/tiger colosseum UPPER theme song
",425,== Discography == | === Maxi singles ===
"Try Real! (off vocal ver.)
",426,== Discography == | === Maxi singles ===
"Try Real! (fate on fake mix / Sampling Master MEGA)Gessei no KanonReleased by b-fairy records on November 26, 2008
",427,== Discography == | === Maxi singles ===
"Gessei no Kanon (月聖ノ蒼炎曲(カノン)) - Galaxy Angel II Eigō Kaiki no Toki opening theme
",428,== Discography == | === Maxi singles ===
"Unmei no Revolution (運命のRevolution) - Galaxy Angel II Eigō Kaiki no Toki insert song
",429,== Discography == | === Maxi singles ===
"Gessei no Kanon (off vocal)
",430,== Discography == | === Maxi singles ===
"Unmei no Revolution (off vocal)Love IslandReleased by LOVE×TRAX☆Records on December 24, 2008; This maxi single was sold on only Comic Toranoana.
",431,== Discography == | === Maxi singles ===
"Love Island - 15 Bishōjo Hyōrūki opening theme
",432,== Discography == | === Maxi singles ===
"chance - 15 Bishōjo Hyōrūki ending theme
",433,== Discography == | === Maxi singles ===
"Love Island（instrumental）
",434,== Discography == | === Maxi singles ===
"chance （instrumental）Tsurugi no MaiReleased by b-fairy records on February 4, 2009
",435,== Discography == | === Maxi singles ===
"Tsurugi no Mai (剣の舞) - Musō Tōrō theme song
",436,== Discography == | === Maxi singles ===
"Toki o Koete (時を越えて) - Musō Tōrō insert song
",437,== Discography == | === Maxi singles ===
"Tsurugi no Mai (off vocal)
",438,== Discography == | === Maxi singles ===
"Toki o Koete (off vocal)KoIGoRoMo / Eternal SnowReleased by Five Records on March 25, 2009
",439,== Discography == | === Maxi singles ===
"KoIGoRoMo - Kemeko Deluxe! DS: Yome to Mecha to Otoko to Onna opening theme
",440,== Discography == | === Maxi singles ===
"Eternal Snow - Anison Plus opening theme in February 2009
",441,== Discography == | === Maxi singles ===
"KoIGoRoMo (off vocal)
",442,== Discography == | === Maxi singles ===
"Eternal Snow (off vocal)MarionetteReleased by LOVE×TRAX☆Records on March 25, 2009
",443,== Discography == | === Maxi singles ===
"Marionette - PYGMALION opening theme
",444,== Discography == | === Maxi singles ===
"Haitoku no Waltz (背徳の円舞曲)
",445,== Discography == | === Maxi singles ===
"Marionette (instrumental)
",446,== Discography == | === Maxi singles ===
"Haitoku no Waltz (instrumental)Déjà vu / Silky RainReleased by 5pb. on March 25, 2009
",447,== Discography == | === Maxi singles ===
"Déjà vu - Hapitora -Happy Transportation- opening theme
",448,== Discography == | === Maxi singles ===
"Silky Rain - Anison Plus opening theme in June 2009
",449,== Discography == | === Maxi singles ===
"Déjà vu (off vocal)
",450,== Discography == | === Maxi singles ===
"Silky Rain (off vocal)Nyanderful!/Cross the RainbowReleased by Five Records on October 21, 2009
",451,== Discography == | === Maxi singles ===
"Nyanderful! (にゃんだふる!) - Nyan Koi! opening theme
",452,== Discography == | === Maxi singles ===
"Cross the Rainbow - Nyan Koi! Radio Jōkō Rikujōbu ending theme
",453,== Discography == | === Maxi singles ===
"Nyanderful! (off vocal)
",454,== Discography == | === Maxi singles ===
"Cross the Rainbow (off vocal)Komorebi no SordinoReleased by 5pb. on November 25, 2009
",455,== Discography == | === Maxi singles ===
"Komorebi no Sordino (木漏れ日のソルディーノ) - Kanokon: Manatsu no Dai Shanikusai opening theme
",456,== Discography == | === Maxi singles ===
"Hollow: Akatsuki no Sora ni (Hollow 〜暁のそらに〜) - Akatsuki no Amaneca to Aoi Kyojin opening theme
",457,== Discography == | === Maxi singles ===
"Komorebi no Sordino (off vocal)
",458,== Discography == | === Maxi singles ===
"Hollow: Akatsuki no Sora ni (off vocal)Happy⇔Lucky X'mas♪Released by LOVE×TRAX☆Records on December 18, 2009
",459,== Discography == | === Maxi singles ===
"Happy⇔Lucky X'mas♪
",460,== Discography == | === Maxi singles ===
"I remembers
",461,== Discography == | === Maxi singles ===
"Happy⇔Lucky X'mas♪ (instrumental)
",462,== Discography == | === Maxi singles ===
"I remembers (instrumental)Konton no OratorioReleased by b-fairy records on February 10, 2010
",463,== Discography == | === Maxi singles ===
"Konton no Oratorio (混沌のオラトリオ) - Game Book DS: Aquarian Age Perpetual Period theme song
",464,== Discography == | === Maxi singles ===
"Blue Bird Syndrome (BLUEBIRDシンドローム)
",465,== Discography == | === Maxi singles ===
"Konton no Oratorio (off vocal)
",466,== Discography == | === Maxi singles ===
"Blue Bird Syndrome (off vocal)Let's start nowReleased by LOVE×TRAX☆Records on July 30, 2010
",467,== Discography == | === Maxi singles ===
"Let's start now - Sora o Aogite Kumo Takaku theme song
",468,== Discography == | === Maxi singles ===
"I don't wanna forget - Sora o Aogite Kumo Takaku ending theme
",469,== Discography == | === Maxi singles ===
"Let's start now (instrumental)
",470,== Discography == | === Maxi singles ===
"I don't wanna forget (instrumental)LOVE×Quartet 2010Released by LOVE×TRAX☆Records on December 24, 2010
",471,== Discography == | === Maxi singles ===
"Again (Quartet Ver.)
",472,== Discography == | === Maxi singles ===
"Kono Hana Saku Koro (此の花咲ク頃) (Quartet Ver.)
",473,== Discography == | === Maxi singles ===
"Katayoku no Icarus (片翼のイカロス) (Quartet Ver.)
",474,== Discography == | === Maxi singles ===
"Again (violin Ver.)
",475,== Discography == | === Maxi singles ===
"Kono Hana Saku Koro (violin Ver.)
",476,== Discography == | === Maxi singles ===
"Katayoku no Icarus (violin Ver.)
",477,== Discography == | === Maxi singles ===
"Again (Quartet Instrumental)
",478,== Discography == | === Maxi singles ===
"Kono Hana Saku Koro (Quartet Instrumental)
",479,== Discography == | === Maxi singles ===
"Katayoku no Icarus (Quartet Instrumental)
",480,== Discography == | === Maxi singles ===
"== References ==
",481,== References ==
"== External links ==
",482,== External links ==
"Official website (in Japanese)
",483,== External links ==
Yui Sakakibara  at Anime News Network's encyclopedia,484,== External links ==
